0.000000	0.000000
0.031415	0.000084
0.062830	0.000328
0.094245	0.000724
0.125660	0.001248
0.157075	0.001869
0.188490	0.002561
0.219905	0.003307
0.251320	0.004073
0.282735	0.004818
0.314150	0.005552
0.345565	0.006281
0.376980	0.006976
0.408395	0.007608
0.439810	0.008178
0.471225	0.008691
0.502640	0.009148
0.534055	0.009550
0.565470	0.009896
0.596885	0.010189
0.628300	0.010429
0.659715	0.010619
0.691130	0.010761
0.722545	0.010859
0.753960	0.010918
0.785375	0.010940
0.816790	0.010930
0.848205	0.010891
0.879620	0.010830
0.911035	0.010748
0.942450	0.010650
0.973865	0.010537
1.005280	0.010415
1.036695	0.010286
1.068110	0.010151
1.099525	0.010014
1.130940	0.009877
1.162355	0.009743
1.193770	0.009613
1.225185	0.009489
1.256600	0.009372
1.288015	0.009265
1.319430	0.009168
1.350845	0.009082
1.382260	0.009008
1.413675	0.008948
1.445090	0.008902
1.476505	0.008871
1.507920	0.008855
1.539335	0.008856
1.570750	0.008872
1.602165	0.008905
1.633580	0.008954
1.664995	0.009020
1.696410	0.009103
1.727825	0.009203
1.759240	0.009318
1.790655	0.009450
1.822070	0.009598
1.853485	0.009761
1.884900	0.009939
1.916315	0.010131
1.947730	0.010337
1.979145	0.010556
2.010560	0.010787
2.041975	0.011030
2.073390	0.011283
2.104805	0.011546
2.136220	0.011817
2.167635	0.012097
2.199050	0.012383
2.230465	0.012674
2.261880	0.012970
2.293295	0.013269
2.324710	0.013571
2.356125	0.013873
2.387540	0.014176
2.418955	0.014477
2.450370	0.014775
2.481785	0.015070
2.513200	0.015360
2.544615	0.015644
2.576030	0.015921
2.607445	0.016190
2.638860	0.016450
2.670275	0.016700
2.701690	0.016938
2.733105	0.017164
2.764520	0.017378
2.795935	0.017577
2.827350	0.017762
2.858765	0.017932
2.890180	0.018085
2.921595	0.018222
2.953010	0.018342
2.984425	0.018444
3.015840	0.018528
3.047255	0.018594
3.078670	0.018641
3.110085	0.018670
3.141500	0.018679
