0.000000	0.000000
0.031415	0.005872
0.062830	0.012834
0.094245	0.016232
0.125660	0.017694
0.157075	0.018607
0.188490	0.019354
0.219905	0.019969
0.251320	0.020441
0.282735	0.020755
0.314150	0.020927
0.345565	0.020967
0.376980	0.020902
0.408395	0.020744
0.439810	0.020517
0.471225	0.020235
0.502640	0.019907
0.534055	0.019544
0.565470	0.019152
0.596885	0.018738
0.628300	0.018309
0.659715	0.017865
0.691130	0.017414
0.722545	0.016959
0.753960	0.016501
0.785375	0.016042
0.816790	0.015584
0.848205	0.015132
0.879620	0.014686
0.911035	0.014248
0.942450	0.013818
0.973865	0.013399
1.005280	0.012993
1.036695	0.012600
1.068110	0.012222
1.099525	0.011859
1.130940	0.011512
1.162355	0.011182
1.193770	0.010870
1.225185	0.010577
1.256600	0.010303
1.288015	0.010047
1.319430	0.009811
1.350845	0.009595
1.382260	0.009398
1.413675	0.009221
1.445090	0.009063
1.476505	0.008925
1.507920	0.008805
1.539335	0.008705
1.570750	0.008623
1.602165	0.008558
1.633580	0.008511
1.664995	0.008481
1.696410	0.008467
1.727825	0.008469
1.759240	0.008486
1.790655	0.008517
1.822070	0.008562
1.853485	0.008619
1.884900	0.008688
1.916315	0.008769
1.947730	0.008860
1.979145	0.008960
2.010560	0.009070
2.041975	0.009187
2.073390	0.009312
2.104805	0.009443
2.136220	0.009580
2.167635	0.009722
2.199050	0.009867
2.230465	0.010016
2.261880	0.010167
2.293295	0.010320
2.324710	0.010474
2.356125	0.010629
2.387540	0.010783
2.418955	0.010936
2.450370	0.011087
2.481785	0.011236
2.513200	0.011383
2.544615	0.011525
2.576030	0.011664
2.607445	0.011799
2.638860	0.011928
2.670275	0.012052
2.701690	0.012170
2.733105	0.012281
2.764520	0.012386
2.795935	0.012484
2.827350	0.012574
2.858765	0.012657
2.890180	0.012732
2.921595	0.012798
2.953010	0.012856
2.984425	0.012906
3.015840	0.012947
3.047255	0.012978
3.078670	0.013001
3.110085	0.013015
3.141500	0.013020
