0.000000	0.000000
0.031415	0.000329
0.062830	0.001257
0.094245	0.002602
0.125660	0.004186
0.157075	0.005790
0.188490	0.007405
0.219905	0.008856
0.251320	0.010135
0.282735	0.011241
0.314150	0.012170
0.345565	0.012921
0.376980	0.013509
0.408395	0.013948
0.439810	0.014263
0.471225	0.014474
0.502640	0.014599
0.534055	0.014652
0.565470	0.014649
0.596885	0.014602
0.628300	0.014520
0.659715	0.014410
0.691130	0.014278
0.722545	0.014129
0.753960	0.013966
0.785375	0.013791
0.816790	0.013606
0.848205	0.013413
0.879620	0.013214
0.911035	0.013012
0.942450	0.012807
0.973865	0.012601
1.005280	0.012394
1.036695	0.012190
1.068110	0.011987
1.099525	0.011790
1.130940	0.011599
1.162355	0.011416
1.193770	0.011241
1.225185	0.011075
1.256600	0.010920
1.288015	0.010778
1.319430	0.010649
1.350845	0.010533
1.382260	0.010433
1.413675	0.010348
1.445090	0.010279
1.476505	0.010227
1.507920	0.010192
1.539335	0.010176
1.570750	0.010178
1.602165	0.010199
1.633580	0.010237
1.664995	0.010294
1.696410	0.010370
1.727825	0.010464
1.759240	0.010576
1.790655	0.010706
1.822070	0.010852
1.853485	0.011015
1.884900	0.011194
1.916315	0.011388
1.947730	0.011597
1.979145	0.011819
2.010560	0.012054
2.041975	0.012302
2.073390	0.012560
2.104805	0.012828
2.136220	0.013105
2.167635	0.013390
2.199050	0.013681
2.230465	0.013978
2.261880	0.014279
2.293295	0.014583
2.324710	0.014890
2.356125	0.015197
2.387540	0.015503
2.418955	0.015808
2.450370	0.016110
2.481785	0.016407
2.513200	0.016700
2.544615	0.016986
2.576030	0.017264
2.607445	0.017535
2.638860	0.017795
2.670275	0.018045
2.701690	0.018284
2.733105	0.018511
2.764520	0.018724
2.795935	0.018923
2.827350	0.019108
2.858765	0.019277
2.890180	0.019430
2.921595	0.019567
2.953010	0.019686
2.984425	0.019788
3.015840	0.019872
3.047255	0.019937
3.078670	0.019984
3.110085	0.020013
3.141500	0.020022
