0.000000	0.000000
0.031415	0.001895
0.062830	0.005861
0.094245	0.009772
0.125660	0.012744
0.157075	0.014747
0.188490	0.015983
0.219905	0.016736
0.251320	0.017221
0.282735	0.017568
0.314150	0.017839
0.345565	0.018054
0.376980	0.018220
0.408395	0.018337
0.439810	0.018404
0.471225	0.018422
0.502640	0.018392
0.534055	0.018312
0.565470	0.018186
0.596885	0.018020
0.628300	0.017817
0.659715	0.017580
0.691130	0.017312
0.722545	0.017021
0.753960	0.016710
0.785375	0.016381
0.816790	0.016038
0.848205	0.015688
0.879620	0.015333
0.911035	0.014970
0.942450	0.014612
0.973865	0.014255
1.005280	0.013903
1.036695	0.013557
1.068110	0.013220
1.099525	0.012894
1.130940	0.012579
1.162355	0.012278
1.193770	0.011992
1.225185	0.011721
1.256600	0.011468
1.288015	0.011232
1.319430	0.011014
1.350845	0.010815
1.382260	0.010635
1.413675	0.010475
1.445090	0.010335
1.476505	0.010215
1.507920	0.010116
1.539335	0.010037
1.570750	0.009979
1.602165	0.009940
1.633580	0.009920
1.664995	0.009920
1.696410	0.009938
1.727825	0.009974
1.759240	0.010029
1.790655	0.010100
1.822070	0.010188
1.853485	0.010291
1.884900	0.010410
1.916315	0.010542
1.947730	0.010688
1.979145	0.010846
2.010560	0.011016
2.041975	0.011197
2.073390	0.011387
2.104805	0.011585
2.136220	0.011791
2.167635	0.012003
2.199050	0.012221
2.230465	0.012444
2.261880	0.012670
2.293295	0.012899
2.324710	0.013129
2.356125	0.013360
2.387540	0.013590
2.418955	0.013819
2.450370	0.014046
2.481785	0.014270
2.513200	0.014490
2.544615	0.014705
2.576030	0.014914
2.607445	0.015117
2.638860	0.015313
2.670275	0.015500
2.701690	0.015679
2.733105	0.015848
2.764520	0.016008
2.795935	0.016156
2.827350	0.016294
2.858765	0.016420
2.890180	0.016534
2.921595	0.016636
2.953010	0.016725
2.984425	0.016800
3.015840	0.016862
3.047255	0.016911
3.078670	0.016946
3.110085	0.016967
3.141500	0.016974
